,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
418,500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS &amp; CHEMICALS LTD.,Active,A ,10.0,INE113A01013,Fertilizers,Equity
419,500672,NOVARTIND,NOVARTIS INDIA LTD.,Active,B ,5.0,INE234A01025,Pharmaceuticals,Equity
420,500674,SANOFI,Sanofi India Ltd,Active,A ,10.0,INE058A01010,Pharmaceuticals,Equity
421,500676,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,Active,A ,10.0,INE264A01014,Packaged Foods,Equity
423,500680,PFIZER,PFIZER LTD.,Active,A ,10.0,INE182A01018,Pharmaceuticals,Equity
424,500690,GSFC,GUJARAT STATE FERTILIZERS &amp; CHEMICALS LTD.,Active,A ,2.0,INE026A01025,Fertilizers,Equity
425,500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A ,1.0,INE030A01027,Personal Products,Equity
426,500710,AKZOINDIA,Akzo Nobel India Limited,Active,B ,10.0,INE133A01011,Furniture-Furnishing-Paints,Equity
429,500730,NOCIL,NOCIL LTD.,Active,B ,10.0,INE163A01018,Specialty Chemicals,Equity
432,500770,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.0,INE092A01019,Commodity Chemicals,Equity
433,500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B ,10.0,INE148A01019,Commodity Chemicals,Equity
434,500780,ZUARIGLOB,ZUARI GLOBAL LTD.,Active,B ,10.0,INE217A01012,Fertilizers,Equity
435,500790,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10.0,INE239A01016,Packaged Foods,Equity
437,500800,TATAGLOBAL,Tata Global Beverages Limited,Active,A ,1.0,INE192A01025,Tea &amp; Coffee,Equity
438,500820,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1.0,INE021A01026,Furniture-Furnishing-Paints,Equity
439,500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A ,2.0,INE216A01022,Packaged Foods,Equity
440,500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1.0,INE259A01022,Personal Products,Equity
441,500840,EIHOTEL,EIH LTD.,Active,B ,2.0,INE230A01023,Hotels,Equity
442,500850,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1.0,INE053A01029,Hotels,Equity
443,500870,CASTROLIND,CASTROL INDIA LTD.,Active,A ,5.0,INE172A01027,Oil Marketing &amp; Distribution,Equity
445,500875,ITC,ITC LTD.,Active,A ,1.0,INE154A01025,Cigarettes-Tobacco Products,Equity
446,500877,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1.0,INE438A01022,Auto Tyres &amp; Rubber Products,Equity
447,500878,CEATLTD,CEAT LTD.,Active,A ,10.0,INE482A01020,Auto Tyres &amp; Rubber Products,Equity
449,500890,MODIRUBBER,MODI RUBBER LTD.,Active,T ,10.0,INE832A01018,Auto Tyres &amp; Rubber Products,Equity
451,500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A ,10.0,INE183A01016,Plastic Products,Equity
452,500945,VALUEIND,VALUE INDUSTRIES LTD.,Active,T ,10.0,INE352A01017,Household Appliances,Equity
458,501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10.0,INE371U01015,Other Financial Services,Equity
462,501144,PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
464,501148,DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10.0,INE422D01012,Investment Companies,Equity
465,501150,CENTRUM,CENTRUM CAPITAL LTD.,Active,B ,1.0,INE660C01027,Other Financial Services,Equity
466,501151,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
467,501154,ROSEI,ROSE INVESTMENTS LTD.,Active,P ,10.0,INE383D01016,Other Financial Services,Equity
472,501242,TCIFINANCE,TCI FINANCE LTD.,Active,B ,10.0,INE911B01018,Finance (including NBFCs),Equity
474,501261,KRATOSENER,KRATOS ENERGY &amp; INFRASTRUCTURE LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
476,501270,ZCHANAIN,CHANAKYA INVESTMENTS LTD.,Active,XT,10.0,INE825M01017,Misc.Commercial Services,Equity
477,501295,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T ,10.0,INE886A01014,Finance (including NBFCs),Equity
478,501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,B ,10.0,INE672A01018,Holding Companies,Equity
484,501343,MOTOGENFIN,MOTOR &amp; GENERAL FINANCE LTD.,Active,B ,10.0,INE861B01015,Finance (including NBFCs),Equity
485,501351,RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10.0,INE154M01012,Misc.Commercial Services,Equity
490,501386,ZSWASTSA,SWASTIK SAFE DEPOSIT &amp; INVESTMENTS LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
491,501391,WHBRADY,W.H.BRADY &amp; CO.LTD.,Active,XT,10.0,INE855A01019,Comm.Trading  &amp; Distribution,Equity
494,501425,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2.0,INE050A01025,Tea &amp; Coffee,Equity
495,501455,GREAVESCOT,GREAVES COTTON LTD.,Active,B ,2.0,INE224A01026,Industrial Machinery,Equity
496,501471,MACK,MACK TRADING CO.LTD.,Active,XT,10.0,INE436D01012,Comm.Trading  &amp; Distribution,Equity
497,501477,MULLER,MULLER &amp; PHIPPS (INDIA) LTD.,Active,XT,10.0,INE003F01015,Comm.Trading  &amp; Distribution,Equity
498,501479,ZNEWSAGA,NEW SAGAR TRADING CO.LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
503,501630,ANANDPROJ,Anand Projects Ltd,Active,P ,10.0,NA          ,Construction &amp; Engineering,Equity
508,501827,CENTPROV,CENTRAL PROVINCES RAILWAYS CO.LTD.,Active,XT,10.0,INE631B01038,Surface Transportation,Equity
509,501833,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,Active,XT,10.0,INE490A01015,Shipping,Equity
510,501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,Active,T ,10.0,INE446C01013,Shipping,Equity
517,502090,SAGCEM,SAGAR CEMENTS LTD.-$,Active,B ,10.0,INE229C01013,Cement &amp; Cement Products,Equity
520,502137,DECCANCE,DECCAN CEMENTS LTD.-$,Active,B ,5.0,INE583C01021,Cement &amp; Cement Products,Equity
521,502150,KLYNCEM,KALYANPUR CEMENTS LTD.,Active,P ,10.0,INE991E01022,Cement &amp; Cement Products,Equity
522,502157,MANGLMCEM,MANGALAM CEMENT LTD.,Active,B ,10.0,INE347A01017,Cement &amp; Cement Products,Equity
524,502165,OCL,OCL INDIA LTD.,Active,B ,2.0,INE290B01025,Cement &amp; Cement Products,Equity
525,502168,NCLIND,NCL INDUSTRIES LTD.-$,Active,B ,10.0,INE732C01016,Cement &amp; Cement Products,Equity
527,502216,BOMBPOT,BOMBAY POTTERIES &amp; TILES LTD.,Active,P ,100.0,NA          ,Realty,Equity
528,502219,BOROSIL,BOROSIL GLASS WORKS LTD.,Active,B ,1.0,INE666D01022,Houseware,Equity
531,502250,MARATHR,MARATHWADA REFRACTORIES LTD.,Active,XT,10.0,INE347D01011,Construction Materials,Equity
535,502281,TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,XT,10.0,INE094C01011,Construction Materials,Equity
538,502330,IPAPPM,International Paper APPM Limited,Active,B ,10.0,INE435A01028,Paper &amp; Paper Products,Equity
541,502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2.0,INE787D01026,Auto Tyres &amp; Rubber Products,Equity
545,502420,ORIENTPPR,ORIENT PAPER &amp; INDUSTRIES LTD.,Active,B ,1.0,INE592A01026,Cement &amp; Cement Products,Equity
546,502448,ROLLT,ROLLATAINERS LTD.,Active,T ,1.0,INE927A01040,Containers &amp; Packaging,Equity
547,502450,SESHAPAPER,SESHASAYEE PAPER &amp; BOARDS LTD.,Active,B ,10.0,INE630A01016,Paper &amp; Paper Products,Equity
554,502563,SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD.,Active,XT,10.0,INE688C01010,Paper &amp; Paper Products,Equity
556,502587,RAMAPULP,RAMA PULP &amp; PAPERS LTD.,Active,XT,10.0,INE777A01015,Paper &amp; Paper Products,Equity
557,502589,VAPIPPR,VAPI PAPER MILLS LTD.,Active,XT,10.0,INE464D01014,Paper &amp; Paper Products,Equity
561,502742,SINTEX,SINTEX INDUSTRIES LTD.,Active,A ,1.0,INE429C01035,Textiles,Equity
562,502761,BLUBLND-B,Blue Blends (India) Ltd,Active,B ,10.0,INE113O01014,Textiles,Equity
565,502820,DCM,DCM LTD.,Active,B ,10.0,INE498A01018,Textiles,Equity
567,502850,ZGAEKWAR,GAEKWAR MILLS LTD.,Active,P ,100.0,NA          ,Textiles,Equity
569,502865,FORBESCO,FORBES &amp; COMPANY LTD.-$,Active,B ,10.0,INE518A01013,Industrial Machinery,Equity
573,502933,KATRSPG,KATARE SPINNING MILLS LTD.,Active,XT,10.0,INE498G01015,Textiles,Equity
574,502937,KESORAMIND,KESORAM INDUSTRIES LTD.,Active,B ,10.0,INE087A01019,Diversified,Equity
577,502986,VTL,VARDHMAN TEXTILES LTD.,Active,B ,10.0,INE825A01012,Textiles,Equity
581,503031,PENINLAND,PENINSULA LAND LTD.,Active,B ,2.0,INE138A01028,Realty,Equity
583,503100,PHOENIXLTD,The Phoenix Mills Ltd,Active,B ,2.0,INE211B01039,Realty,Equity
584,503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,Active,B ,10.0,INE182D01012,Realty,Equity
585,503127,RAJABAH,RAJA BAHADUR INTERNATIONAL LTD.,Active,XT,100.0,INE491N01016,Diversified,Equity
586,503169,RUBYMILLS,RUBY MILLS LTD.,Active,B ,5.0,INE301D01026,Textiles,Equity
589,503310,SWANENERGY,SWAN ENERGY LTD.,Active,B ,1.0,INE665A01038,Textiles,Equity
590,503622,ZSVTRADI,S.V.TRADING &amp; AGENCIES LTD.,Active,XT,10.0,INE404N01019,Other Financial Services,Equity
591,503624,ZSVARAJT,SVARAJ TRADING &amp; AGENCIES LTD.,Active,XT,10.0,INE406N01014,Other Financial Services,Equity
592,503626,KSHITIJ,KSHITIZ INVESTMENT LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
596,503639,INDSOYA,INDSOYA LTD.,Active,P ,10.0,INE314N01010,Misc.Commercial Services,Equity
598,503659,SW1,SW Investments Ltd,Active,XT,10.0,INE948K01011,Misc.Commercial Services,Equity
602,503671,UNIJOLL,UNIJOLLY INVESTMENTS CO.LTD.,Active,XT,10.0,INE130N01010,Other Financial Services,Equity
605,503681,ELCIDIN,ELCID INVESTMENTS LTD.,Active,XT,10.0,INE927X01018,Misc.Commercial Services,Equity
608,503689,HEALINV,HEALTHY INVESTMENTS LTD.,Active,XT,10.0,INE160N01017,Misc.Commercial Services,Equity
614,503722,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B ,10.0,INE629D01012,Textiles,Equity
620,503776,MODIPON,MODIPON LTD.,Active,XT,10.0,INE170C01019,Agrochemicals,Equity
625,503806,SRF,SRF LTD.,Active,A ,10.0,INE647A01010,Textiles,Equity
626,503811,SIYSIL,SIYARAM SILK MILLS LTD.-$,Active,B ,2.0,INE076B01028,Textiles,Equity
627,503816,SWADPOL,SWADESHI POLYTEX LTD.,Active,XT,10.0,INE243N01011,Textiles,Equity
634,503863,SHRMFGC,SHREE MANUFACTURING CO.LTD.,Active,XT,10.0,INE632A01012,Textiles,Equity
638,503881,HINDSYNTEX,HIND SYNTEX LTD.,Active,T ,10.0,INE155B01012,Textiles,Equity
639,503893,ZSATYASL,SATYAM SILK MILLS LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
644,503960,BBL,BHARAT BIJLEE LTD.-$,Active,B ,10.0,INE464A01028,Other Elect.Equip./ Prod.,Equity
649,504008,EMCO,EMCO LTD.-$,Active,B ,2.0,INE078A01026,Heavy Electrical Equipment,Equity
651,504036,HIRECT,HIND RECTIFIERS LTD.,Active,B ,2.0,INE835D01023,Electronic Components,Equity
652,504058,NIPPOBATRY,INDO-NATIONAL LTD.,Active,B ,10.0,INE567A01010,Non-Durable Household Prod.,Equity
654,504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,Active,B ,10.0,INE520A01019,IT Consulting &amp; Software,Equity
656,504080,JSLINDL,JSL INDUSTRIES LTD.,Active,XT,10.0,INE581L01018,Other Elect.Equip./ Prod.,Equity
658,504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,Active,XT,10.0,INE795A01017,Non-Durable Household Prod.,Equity
660,504112,NELCO,NELCO LTD.,Active,B ,10.0,INE045B01015,IT Networking Equipment,Equity
662,504180,STDBAT,STANDARD BATTERIES LTD.,Active,XT,1.0,INE502C01039,Finance (including NBFCs),Equity
665,504212,UNIVCABLES,UNIVERSAL CABLES LTD.,Active,B ,10.0,INE279A01012,Other Elect.Equip./ Prod.,Equity
666,504220,WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,Active,B ,10.0,INE100D01014,Industrial Machinery,Equity
668,504240,DLTNCBL,DELTON CABLES LTD.,Active,XT,10.0,INE872E01016,Other Elect.Equip./ Prod.,Equity
673,504256,DELTRON,DELTRON LTD.,Active,P ,10.0,NA          ,Electronic Components,Equity
675,504273,TUMUSEL,TUMUS ELECTRIC CORPORATION LTD.,Active,P ,10.0,INE064R01012,Other Elect.Equip./ Prod.,Equity
678,504286,DELTAMAGNT,DELTA MAGNETS LTD.,Active,B ,10.0,INE393A01011,Other Elect.Equip./ Prod.,Equity
684,504341,RELTD,Ravindra Energy Ltd,Active,XT,10.0,INE206N01018,Other Financial Services,Equity
686,504346,GDTRAGN,G.D.TRADING &amp; AGENCIES LTD.,Active,P ,10.0,INE713N01013,Other Financial Services,Equity
689,504356,ZMULTIPU,MULTIPURPOSE TRADING &amp; AGENCIES LTD.,Active,XT,10.0,INE017P01014,Misc.Commercial Services,Equity
690,504360,REMISIN,REMI SALES &amp; ENGINEERING LTD.,Active,XT,10.0,INE130I01010,Comm.Trading  &amp; Distribution,Equity
696,504375,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD.,Active,P ,10.0,INE459E01012,IT Consulting &amp; Software,Equity
698,504378,NYSSACORP,Nyssa Corporation Limited,Active,XT,1.0,INE812K01027,Comm.Trading  &amp; Distribution,Equity
699,504380,ZVINADTR,VINADITYA TRADING CO.LTD.,Active,XT,10.0,INE952M01019,Comm.Trading  &amp; Distribution,Equity
702,504390,AVTIL,AVTIL Enterprise Ltd,Active,XT,10.0,INE292N01018,Other Financial Services,Equity
703,504392,KRISHNA,Krishna Ventures Limited,Active,XT,10.0,INE537L01010,Other Financial Services,Equity
705,504397,GANHOLD,GANESH HOLDINGS LTD.,Active,XT,10.0,INE932M01011,Misc.Commercial Services,Equity
708,504614,SARDAEN,SARDA ENERGY &amp; MINERALS LTD.-$,Active,B ,10.0,INE385C01013,Iron &amp; Steel/Interm.Products,Equity
712,504643,BWLLTD,BWL LTD.,Active,P ,10.0,NA          ,Iron &amp; Steel Products,Equity
713,504648,BOMBWIR,BOMBAY WIRE ROPES LTD.,Active,XT,1.0,INE089T01023,Iron &amp; Steel Products,Equity
715,504671,CHASBRT,CHASE BRIGHT STEEL LTD.,Active,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity
716,504673,UNIVPRIM,UNIVERSAL PRIME ALUMINIUM LTD.,Active,XT,10.0,INE621D01019,Aluminium,Equity
717,504697,GALADA,GALADA POWER &amp; TELECOMMUNICATION LTD.,Active,XT,10.0,INE255C01018,Other Elect.Equip./ Prod.,Equity
723,504731,IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,Active,XT,10.0,INE566M01017,Iron &amp; Steel/Interm.Products,Equity
725,504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,Active,B ,2.0,INE323C01030,Cement &amp; Cement Products,Equity
727,504746,INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,Active,P ,100.0,INE359D01016,Other Industrial Products,Equity
734,504840,KAIRA,KAIRA CAN CO.LTD.,Active,XT,10.0,INE375D01012,Containers &amp; Packaging,Equity
739,504879,ORIENTABRA,ORIENT ABRASIVES LTD.-$,Active,B ,1.0,INE569C01020,Other Industrial Products,Equity
740,504882,NATIONSTD,NATIONAL STANDARD (INDIA) LTD.,Active,P ,10.0,INE166R01015,Realty,Equity
744,504903,RATHIST,RATHI STEEL &amp; POWER LTD.-$,Active,XT,10.0,INE336C01016,Iron &amp; Steel/Interm.Products,Equity
748,504960,STEWARTQ,STEWARTS &amp; LLOYDS OF INDIA LTD.-$,Active,XT,10.0,INE356D01012,Construction &amp; Engineering,Equity
749,504966,TINPLATE,TINPLATE COMPANY OF INDIA LTD.,Active,B ,10.0,INE422C01014,Containers &amp; Packaging,Equity
750,504973,TIFHL,TI Financial Holdings Ltd,Active,A ,1.0,INE149A01033,Auto Parts &amp; Equipment,Equity
753,504998,WMINIMT,WESTERN MINISTIL LTD.,Active,P ,10.0,INE187U01015,Iron &amp; Steel/Interm.Products,Equity
754,505010,AUTOAXLES,AUTOMOTIVE AXLES LTD.,Active,B ,10.0,INE449A01011,Auto Parts &amp; Equipment,Equity
755,505029,ATLASCYCLE,ATLAS CYCLES (HARYANA) LTD.,Active,T ,5.0,INE446A01025,2/3 Wheelers,Equity
758,505075,SETCO,SETCO AUTOMOTIVE LTD.,Active,B ,2.0,INE878E01021,Auto Parts &amp; Equipment,Equity
760,505141,SCOOTER,SCOOTERS INDIA LTD.,Active,XT,10.0,INE959E01011,2/3 Wheelers,Equity
762,505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,Active,B ,10.0,INE187D01011,Auto Parts &amp; Equipment,Equity
763,505163,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,Active,B ,10.0,INE116C01012,Auto Parts &amp; Equipment,Equity
766,505192,SMLISUZU,SML ISUZU LIMITED,Active,B ,10.0,INE294B01019,Commercial Vehicles,Equity
767,505196,TIL,TIL LTD.,Active,B ,10.0,INE806C01018,Transport Related Services,Equity
768,505200,EICHERMOT,EICHER MOTORS LTD.,Active,A ,10.0,INE066A01013,2/3 Wheelers,Equity
769,505212,JAINEX,JAINEX AAMCOL LTD.,Active,XT,10.0,INE280F01019,Auto Parts &amp; Equipment,Equity
770,505230,CIMMCO,CIMMCO LTD.,Active,T ,10.0,INE184C01028,Diversified,Equity
771,505232,VELJAN,Veljan Denison Limited,Active,XT,10.0,INE232E01013,Auto Parts &amp; Equipment,Equity
772,505242,DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD.-$,Active,B ,10.0,INE221B01012,Industrial Machinery,Equity
773,505250,GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.,Active,XT,1.0,INE631D01026,Industrial Machinery,Equity
778,505283,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.,Active,B ,10.0,INE811A01012,Industrial Machinery,Equity
779,505285,TULIVE,Tulive Developers Limited,Active,XT,10.0,INE637D01015,Other Industrial Goods,Equity
780,505299,KULKPOWT,KULKARNI POWER &amp; TOOLS LTD.,Active,XT,5.0,INE731D01024,Industrial Machinery,Equity
782,505302,LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,Active,XT,10.0,INE718M01014,Industrial Machinery,Equity
783,505324,MANUGRAPH,MANUGRAPH INDIA LTD.-$,Active,B ,2.0,INE867A01022,Industrial Machinery,Equity
785,505336,MIRCH,Mirch Technologies (India) Ltd,Active,XT,10.0,INE098E01018,Industrial Machinery,Equity
786,505355,NESCO,NESCO LTD.,Active,B ,2.0,INE317F01035,Misc.Commercial Services,Equity
788,505368,REVATHI,REVATHI EQUIPMENT LTD.-$,Active,B ,10.0,INE617A01013,Industrial Machinery,Equity
793,505400,TEXINFRA,TEXMACO INFRASTRUCTURE &amp; HOLDINGS LTD.,Active,B ,1.0,INE435C01024,Industrial Machinery,Equity
794,505412,WENDT,WENDT (INDIA) LTD.,Active,B ,10.0,INE274C01019,Industrial Machinery,Equity
797,505502,PSITINFRA,PS IT Infrastructure &amp; Services Limited,Active,XT,10.0,INE953M01033,Other Financial Services,Equity
799,505506,AXONVL,Axon Ventures Ltd,Active,XT,10.0,INE663D01011,IT Software Products,Equity
800,505509,RESPONIND,RESPONSIVE INDUSTRIES LTD.,Active,B ,1.0,INE688D01026,Plastic Products,Equity
803,505515,SHYMINV,SHYAMKAMAL INVESTMENTS LTD.,Active,XT,10.0,INE203N01015,Other Financial Services,Equity
805,505520,ZHEMHOLD,HEM HOLDINGS &amp; TRADING LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
807,505526,DOLAT,DOLAT INVESTMENTS LTD.,Active,XT,1.0,INE966A01022,Investment Companies,Equity
808,505529,SHYAMHO,SHYAMAL HOLDINGS &amp; TRADING LTD.,Active,P ,10.0,INE481F01013,Other Financial Services,Equity
810,505533,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,Active,B ,2.0,INE274F01020,Restaurants,Equity
812,505537,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Active,A ,1.0,INE256A01028,Broadcasting &amp; Cable TV,Equity
813,505539,IMCFINA,IMC FINANCE LTD.,Active,P ,10.0,INE170F01012,Misc.Commercial Services,Equity
817,505583,WWTECHHOL,W W TECHNOLOGY HOLDINGS LTD.,Active,XT,10.0,INE972M01017,Realty,Equity
818,505585,ZKOVALIN,KOVALAM INVESTMENT &amp; TRADING CO.LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
820,505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,Active,XT,10.0,INE886E01016,Misc.Commercial Services,Equity
821,505650,SKYLMILAR,SKYLINE MILLARS LTD.,Active,XT,1.0,INE178E01026,Commercial Vehicles,Equity
822,505658,REMIPRO,REMI PROCESS PLANT &amp; MACHINERY LTD.,Active,XT,10.0,INE513H01019,Industrial Machinery,Equity
825,505685,TAPARIA,TAPARIA TOOLS LTD.,Active,XT,10.0,INE614R01014,Iron &amp; Steel Products,Equity
826,505688,BHARATGEAR,BHARAT GEARS LTD.,Active,B ,10.0,INE561C01019,Auto Parts &amp; Equipment,Equity
827,505700,ELECON,ELECON ENGINEERING CO.LTD.,Active,B ,2.0,INE205B01023,Industrial Machinery,Equity
828,505703,DECANBRG,DECCAN BEARINGS LTD.,Active,XT,10.0,INE498D01012,Industrial Machinery,Equity
829,505710,GRAUWEIL,GRAUER &amp; WEIL (INDIA) LTD.-$,Active,B ,1.0,INE266D01021,Commodity Chemicals,Equity
831,505714,GABRIEL,GABRIEL INDIA LTD.-$,Active,B ,1.0,INE524A01029,Auto Parts &amp; Equipment,Equity
832,505720,HERCULES,HERCULES HOISTS LTD.,Active,B ,1.0,INE688E01024,Industrial Machinery,Equity
834,505726,IFBIND,IFB INDUSTRIES LTD.,Active,B ,10.0,INE559A01017,Household Appliances,Equity
835,505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Active,B ,10.0,INE529A01010,Auto Parts &amp; Equipment,Equity
838,505790,SCHAEFFLER,Schaeffler India Ltd,Active,B ,10.0,INE513A01014,Industrial Machinery,Equity
839,505797,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,Active,XT,10.0,INE860N01012,Other Industrial Goods,Equity
840,505800,RANEHOLDIN,RANE HOLDINGS LTD.,Active,B ,10.0,INE384A01010,Auto Parts &amp; Equipment,Equity
841,505807,ROLCOEN,ROLCON ENGINEERING CO.LTD.,Active,P ,10.0,INE775R01013,Other Industrial Products,Equity
842,505817,REILELEC,REIL ELECTRICALS INDIA LTD.,Active,P ,10.0,INE814K01015,Auto Parts &amp; Equipment,Equity
846,505854,TRF,TRF LTD.-$,Active,T ,10.0,INE391D01019,Commercial Vehicles,Equity
848,505890,KENNAMET,KENNAMETAL INDIA LTD.-$,Active,B ,10.0,INE717A01029,Industrial Machinery,Equity
849,505893,HINDHARD,HINDUSTAN HARDY SPICER LTD.,Active,XT,10.0,INE724D01011,Auto Parts &amp; Equipment,Equity
855,506016,JRIIIL,JRI Industries &amp; Infrastructure Limited,Active,XT,2.0,INE022M01029,Construction &amp; Engineering,Equity
856,506022,PRAKASH,PRAKASH INDUSTRIES LTD.,Active,B ,10.0,INE603A01013,Iron &amp; Steel/Interm.Products,Equity
857,506024,HARME,HARIYANA METALS LTD.,Active,P ,10.0,INE219D01012,Iron &amp; Steel/Interm.Products,Equity
860,506042,ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.,Active,P ,10.0,INE821R01015,Iron &amp; Steel/Interm.Products,Equity
863,506074,ARSHIYA,Arshiya Limited,Active,B ,2.0,INE968D01022,Transportation - Logistics,Equity
864,506076,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,B ,5.0,INE536A01023,Other Industrial Products,Equity
865,506079,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Active,B ,10.0,INE651C01018,Iron &amp; Steel Products,Equity
866,506087,ANUPMAL,ANUP MALLEABLE LTD.,Active,P ,10.0,INE188O01016,Iron &amp; Steel Products,Equity
870,506107,PRECTRA,PRECIOUS TRADING &amp; INVESTMENTS LTD.,Active,P ,10.0,NA          ,Misc.Commercial Services,Equity
871,506109,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,Active,B ,5.0,INE727B01026,IT Software Products,Equity
874,506120,ALNATRD,ALNA TRADING &amp; EXPORTS LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
878,506134,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,Active,XT,1.0,INE512D01028,Plastic Products,Equity
880,506146,VIVIDHA,VISAGAR POLYTEX LTD.,Active,B ,1.0,INE370E01029,Textiles,Equity
884,506161,ISHWATR,ISHWARSHAKTI HOLDINGS &amp; TRADERS LTD.,Active,XT,10.0,INE073I01012,Finance (including NBFCs),Equity
885,506162,TERRAFORM,TERRAFORM MAGNUM LTD.,Active,P ,10.0,NA          ,Other Financial Services,Equity
887,506166,APIS,APIS INDIA LTD.,Active,XT,10.0,INE070K01014,Other Food Products,Equity
893,506178,ZKHATAUE,KHATAU EXIM LTD.,Active,XT,10.0,INE092P01017,Comm.Trading  &amp; Distribution,Equity
894,506180,SRIOMTR,SHREE OM TRADES LTD.,Active,XT,10.0,INE668L01013,Comm.Trading  &amp; Distribution,Equity
895,506184,KANANIIND,KANANI INDUSTRIES LTD.,Active,B ,1.0,INE879E01037,Other Apparels &amp; Accessories,Equity
897,506190,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,Active,XT,10.0,INE978L01016,Misc.Commercial Services,Equity
899,506194,ASL,Arihant Superstructures Limited,Active,B ,10.0,INE643K01018,Realty,Equity
900,506196,VIKSHEN,VIKSIT ENGINEERING LTD.,Active,P ,10.0,NA          ,Comm.Trading  &amp; Distribution,Equity
901,506197,BLISSGVS,BLISS GVS PHARMA LTD.,Active,B ,1.0,INE416D01022,Pharmaceuticals,Equity
903,506222,INEOSSTYRO,INEOS Styrolution India Ltd,Active,B ,10.0,INE189B01011,Specialty Chemicals,Equity
906,506235,ALEMBICLTD,ALEMBIC LTD.,Active,B ,2.0,INE426A01027,Pharmaceuticals,Equity
